,Nation,이름,소속/국가,나이,Eng_Nation,Name,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14
1171,카타르,jassemgaber,Al-Rayyan,23.0,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1172,카타르,karimboudiaf,Al-Duhail SC,35.0,Qatar,mohammedmuntariمحمدمونتاري,31.0,66.0,66.0,62.0,64.0,61.0,39.0,51.0,57.0,80.0,67.0,72.0,6.67,49.5,21.33,68.0
1173,카타르,mohamedalmannai,Al-Shamal,,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1174,카타르,ahmedalganehi,Al-Gharafa,,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1175,카타르,ahmedalaaeldin,Al-Rayyan,32.0,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1176,카타르,ahmedalrawi,Al-Rayyan,21.0,Qatar,karimboudiafكريمبوضياف,34.0,71.0,74.0,69.0,72.0,69.0,65.0,50.0,77.0,78.0,69.0,50.0,12.0,74.5,66.33,60.0
1177,카타르,akramafif,Al-Sadd,28.0,Qatar,guilhermedossantostorres,34.0,77.0,75.0,68.0,74.0,76.0,62.0,71.0,79.0,76.0,82.0,68.0,10.33,76.0,73.0,58.0
1178,카타르,edmilsonjunior,Al-Duhail SC,31.0,Qatar,boualemkhoukhiبوعلامخوخي,34.0,71.0,61.0,48.0,68.0,66.0,39.0,56.0,77.0,79.0,77.0,63.0,10.0,65.0,70.67,49.0
1179,카타르,ismaelmohammad,Al-Duhail SC,35.0,Qatar,mohammedmuntariمحمدمونتاري,31.0,66.0,66.0,62.0,64.0,61.0,39.0,51.0,57.0,80.0,67.0,72.0,6.67,49.5,21.33,68.0
1180,카타르,mohamedgouda,카타르,,Qatar,mohammedmuntariمحمدمونتاري,31.0,66.0,66.0,62.0,64.0,61.0,39.0,51.0,57.0,80.0,67.0,72.0,6.67,49.5,21.33,68.0
1181,카타르,mohammedmuntari,Al-Gharafa,31.0,Qatar,yusufabdurisagيوسفعبدالرزاق,25.0,65.0,67.0,67.0,53.0,65.0,59.0,78.0,53.0,53.0,55.0,86.0,11.67,56.0,30.0,60.0
1182,남아프리카공화국,yusufabdurisag,Al-Sadd,26.0,South Africa,imeokon,21.0,67.0,68.0,56.0,51.0,58.0,41.0,79.0,64.0,72.0,53.0,76.0,9.67,48.5,67.67,22.0
1183,남아프리카공화국,siphochaine,Orlando Pirates,,South Africa,giftlinks,26.0,72.0,70.0,73.0,67.0,66.0,72.0,89.0,79.0,61.0,61.0,85.0,9.67,66.5,64.67,56.0
1184,남아프리카공화국,ronwenwilliams,Mamelodi Sundowns FC,1.0,South Africa,imeokon,21.0,67.0,68.0,56.0,51.0,58.0,41.0,79.0,64.0,72.0,53.0,76.0,9.67,48.5,67.67,22.0
1185,남아프리카공화국,ricardogoss,0,22.0,South Africa,kobamelokodisang,25.0,68.0,68.0,67.0,60.0,64.0,62.0,83.0,54.0,48.0,64.0,84.0,12.0,59.5,26.67,70.0
1186,남아프리카공화국,khulumanindamane,TS Galaxy,,South Africa,samukelokabini,21.0,63.0,63.0,59.0,54.0,58.0,58.0,70.0,63.0,60.0,31.0,72.0,9.0,56.0,58.67,25.0
1187,남아프리카공화국,mbekezelimbokazi,Orlando Pirates,,South Africa,samukelokabini,21.0,63.0,63.0,59.0,54.0,58.0,58.0,70.0,63.0,60.0,31.0,72.0,9.0,56.0,58.67,25.0
1188,남아프리카공화국,samukelokabini,Molde,,South Africa,siyabongangezana,27.0,73.0,60.0,57.0,70.0,70.0,30.0,75.0,80.0,83.0,45.0,75.0,11.0,62.5,74.67,40.0
1189,남아프리카공화국,siyabongangezana,FCSB,28.0,South Africa,eliasmokwana,25.0,51.0,53.0,58.0,47.0,31.0,47.0,61.0,43.0,44.0,63.0,61.0,12.67,38.5,22.0,54.0
1190,남아프리카공화국,thabisomonyane,Kaizer Chiefs,25.0,South Africa,imeokon,21.0,67.0,68.0,56.0,51.0,58.0,41.0,79.0,64.0,72.0,53.0,76.0,9.67,48.5,67.67,22.0
1191,남아프리카공화국,imeokon,Hannover 96,5.0,South Africa,kobamelokodisang,25.0,68.0,68.0,67.0,60.0,64.0,62.0,83.0,54.0,48.0,64.0,84.0,12.0,59.5,26.67,70.0
1192,남아프리카공화국,aubreymodiba,Mamelodi Sundowns FC,6.0,South Africa,kobamelokodisang,25.0,68.0,68.0,67.0,60.0,64.0,62.0,83.0,54.0,48.0,64.0,84.0,12.0,59.5,26.67,70.0
1193,남아프리카공화국,thabomoloisane,Stellenbosch FC,8.0,South Africa,mohaunkota,20.0,64.0,61.0,68.0,46.0,57.0,56.0,92.0,67.0,40.0,71.0,90.0,10.0,52.0,20.67,58.0
1194,남아프리카공화국,zukomdunyelwa,Mamelodi Sundowns FC,18.0,South Africa,olwethumakhanya,21.0,57.0,49.0,38.0,52.0,50.0,36.0,78.0,59.0,69.0,41.0,70.0,10.67,51.5,58.33,30.0
1195,남아프리카공화국,bathusiaubaas,Mamelodi Sundowns FC,30.0,South Africa,lukegarethleroux,25.0,66.0,67.0,63.0,62.0,65.0,51.0,73.0,80.0,65.0,59.0,53.0,14.0,67.0,60.0,60.0
1196,남아프리카공화국,lukeleroux,Portsmouth,25.0,South Africa,eliasmokwana,25.0,51.0,53.0,58.0,47.0,31.0,47.0,61.0,43.0,44.0,63.0,61.0,12.67,38.5,22.0,54.0
1197,남아프리카공화국,patrickmaswanganyi,Orlando Pirates,,South Africa,imeokon,21.0,67.0,68.0,56.0,51.0,58.0,41.0,79.0,64.0,72.0,53.0,76.0,9.67,48.5,67.67,22.0
1198,남아프리카공화국,siphombule,Orlando Pirates,27.0,South Africa,mohaunkota,20.0,64.0,61.0,68.0,46.0,57.0,56.0,92.0,67.0,40.0,71.0,90.0,10.0,52.0,20.67,58.0
1199,남아프리카공화국,thalentembatha,Orlando Pirates,25.0,South Africa,eliasmokwana,25.0,51.0,53.0,58.0,47.0,31.0,47.0,61.0,43.0,44.0,63.0,61.0,12.67,38.5,22.0,54.0
1200,남아프리카공화국,tebohomokoena,Mamelodi Sundowns FC,4.0,South Africa,mohaunkota,20.0,64.0,61.0,68.0,46.0,57.0,56.0,92.0,67.0,40.0,71.0,90.0,10.0,52.0,20.67,58.0
1201,남아프리카공화국,mduduzishabalala,Kaizer Chiefs,,South Africa,lylebrentfoster,24.0,72.0,71.0,69.0,68.0,68.0,62.0,79.0,71.0,76.0,76.0,82.0,8.67,58.0,33.33,74.0
1202,남아프리카공화국,lylefoster,Burnley,25.0,South Africa,mohaunkota,20.0,64.0,61.0,68.0,46.0,57.0,56.0,92.0,67.0,40.0,71.0,90.0,10.0,52.0,20.67,58.0
1203,남아프리카공화국,mohaunkota,Al-Ettifaq,20.0,South Africa,lylebrentfoster,24.0,72.0,71.0,69.0,68.0,68.0,62.0,79.0,71.0,76.0,76.0,82.0,8.67,58.0,33.33,74.0
1204,남아프리카공화국,relebohilemofokeng,Orlando Pirates,,South Africa,imeokon,21.0,67.0,68.0,56.0,51.0,58.0,41.0,79.0,64.0,72.0,53.0,76.0,9.67,48.5,67.67,22.0
1205,남아프리카공화국,oswinappollis,Orlando Pirates,7.0,South Africa,imeokon,21.0,67.0,68.0,56.0,51.0,58.0,41.0,79.0,64.0,72.0,53.0,76.0,9.67,48.5,67.67,22.0
1206,남아프리카공화국,iqraamrayners,Mamelodi Sundowns FC,18.0,South Africa,kgaogelochauke,22.0,61.0,61.0,63.0,56.0,61.0,52.0,74.0,69.0,59.0,59.0,69.0,10.67,61.5,56.33,55.0
1207,칠레,kamogelosebelebele,Orlando Pirates,,Chile,lawrenceianvigouroux,31.0,71.0,30.0,25.0,55.0,65.0,20.0,48.0,36.0,63.0,52.0,45.0,71.0,45.5,14.67,17.0
1208,칠레,lawrencevigouroux,Swansea City,31.0,Chile,nicolassuarez,19.0,60.0,45.0,35.0,43.0,50.0,41.0,59.0,66.0,70.0,38.0,63.0,7.67,45.5,61.33,26.0
1209,칠레,thomasgillier,CF Montreal,21.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1210,칠레,vicentereyes,Peterborough United,21.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1211,칠레,benjaminkuscevic,Fortaleza,29.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1212,칠레,danielgonzalez,Universidad Catolica,23.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1213,칠레,estebanmatus,Audax Italiano,23.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1214,칠레,fabianhormazabal,Universidad de Chile,29.0,Chile,gabrielmaureira,18.0,59.0,19.0,11.0,27.0,58.0,14.0,31.0,27.0,70.0,44.0,26.0,58.33,23.0,9.0,6.0
1215,칠레,guillermomaripan,Torino,31.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1216,칠레,iangarguez,Palestino,20.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1217,칠레,ivanroman,Atletico MG,19.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1218,칠레,paulodiaz,River Plate,31.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1219,칠레,cesarperez,Defensa y Justicia,22.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1220,칠레,felipeloyola,Independiente,24.0,Chile,gabrielmaureira,18.0,59.0,19.0,11.0,27.0,58.0,14.0,31.0,27.0,70.0,44.0,26.0,58.33,23.0,9.0,6.0
1221,칠레,gabrielsuazo,Sevilla,28.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1222,칠레,ignaciosaavedra,PFC Sochi,26.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1223,칠레,javieraltamirano,Universidad de Chile,26.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1224,칠레,lucianocabral,Independiente,30.0,Chile,jasonmatiasleonalvear,25.0,61.0,63.0,60.0,54.0,53.0,62.0,74.0,57.0,40.0,50.0,70.0,8.0,61.5,55.0,42.0
1225,칠레,matiassepulveda,Universidad de Chile,26.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1226,칠레,rodrigoecheverria,Leon,30.0,Chile,nicolassuarez,19.0,60.0,45.0,35.0,43.0,50.0,41.0,59.0,66.0,70.0,38.0,63.0,7.67,45.5,61.33,26.0
1227,칠레,vicentepizarro,Colo Colo,22.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1228,칠레,alexanderaravena,Gremio,23.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1229,칠레,benbreretondiaz,Derby County,26.0,Chile,gabrielariasarroyo,37.0,77.0,40.0,25.0,45.0,76.0,15.0,45.0,35.0,67.0,54.0,44.0,76.0,40.0,24.0,18.0
1230,칠레,brunobarticciotto,Santos Laguna,24.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1231,칠레,darioosorio,FC Midtjylland,21.0,Chile,davidretamal,22.0,64.0,46.0,28.0,47.0,63.0,25.0,64.0,58.0,72.0,35.0,67.0,11.33,52.5,64.33,25.0
1232,칠레,emilianoramos,Everton CD,20.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1233,칠레,gonzalotapia,Sao Paulo,23.0,Chile,nicolassuarez,19.0,60.0,45.0,35.0,43.0,50.0,41.0,59.0,66.0,70.0,38.0,63.0,7.67,45.5,61.33,26.0
1234,칠레,lucasassadi,Universidad de Chile,21.0,Chile,ignacioperez,19.0,59.0,34.0,21.0,41.0,56.0,25.0,59.0,59.0,67.0,39.0,62.0,10.0,53.0,59.67,23.0
1235,칠레,lucascepeda,Colo Colo,22.0,Chile,matiasignacioperez,20.0,66.0,56.0,28.0,50.0,56.0,37.0,59.0,61.0,80.0,42.0,55.0,12.67,51.5,68.67,26.0
1236,사우디아라비아,maximilianogutierrez,Huachipato,21.0,Saudi Arabia,abdulrahmanalghamdi,19.0,52.0,13.0,8.0,36.0,47.0,10.0,31.0,17.0,43.0,36.0,30.0,52.67,20.5,11.33,9.0
1237,사우디아라비아,abdulrahmanalsanbi,Al Ahli,,Saudi Arabia,mohammedalhakim,20.0,51.0,12.0,10.0,31.0,44.0,11.0,22.0,16.0,54.0,39.0,23.0,51.33,22.5,10.0,6.0
1238,사우디아라비아,mohammedalyami,Al Hilal,28.0,Saudi Arabia,farhanalaazmi,30.0,57.0,52.0,54.0,48.0,50.0,53.0,70.0,62.0,59.0,47.0,72.0,10.67,52.0,52.33,38.0
1239,사우디아라비아,nawafalaqidi,Al Nassr FC,25.0,Saudi Arabia,osamaalbawardi,26.0,54.0,50.0,52.0,42.0,52.0,45.0,61.0,61.0,41.0,30.0,55.0,12.0,44.0,52.0,26.0
1240,사우디아라비아,osamaalmermesh,Al Ittihad,,Saudi Arabia,alialmasoud,21.0,55.0,59.0,50.0,43.0,55.0,44.0,64.0,52.0,55.0,52.0,64.0,12.0,45.0,34.33,58.0
1241,사우디아라비아,alimajrashi,Al Ahli,,Saudi Arabia,hassanalirabea,22.0,49.0,32.0,39.0,38.0,49.0,26.0,54.0,60.0,47.0,38.0,60.0,10.33,34.0,51.67,26.0
1242,사우디아라비아,hassanaltambakti,Al Hilal,26.0,Saudi Arabia,emadqaysi,18.0,52.0,49.0,53.0,39.0,48.0,47.0,68.0,47.0,53.0,45.0,73.0,9.33,46.5,40.0,44.0
1243,사우디아라비아,jehadthakri,Al Qadasiya,,Saudi Arabia,mohammedalshammari,18.0,51.0,33.0,54.0,38.0,48.0,44.0,67.0,55.0,51.0,28.0,60.0,12.67,25.0,49.0,29.0
1244,사우디아라비아,mohammedalshanqiti,Al Qadasiya,,Saudi Arabia,mohammedmuhaysh,19.0,52.0,48.0,47.0,40.0,45.0,45.0,71.0,50.0,51.0,27.0,68.0,9.0,43.5,48.0,28.0
1245,사우디아라비아,mohammedsulaiman,Al Ahli,,Saudi Arabia,ammaralharfi,24.0,54.0,30.0,48.0,38.0,48.0,42.0,67.0,64.0,50.0,22.0,56.0,9.0,24.5,60.67,28.0
1246,사우디아라비아,motebalharbi,Al Hilal,25.0,Saudi Arabia,muhannadalyahya,20.0,50.0,10.0,14.0,23.0,30.0,10.0,26.0,16.0,62.0,37.0,26.0,53.67,19.5,12.0,9.0
1247,사우디아라비아,muhannadshanqeeti,Al Ittihad,,Saudi Arabia,alialhussain,20.0,54.0,59.0,56.0,61.0,50.0,41.0,68.0,58.0,62.0,39.0,63.0,11.0,57.0,49.0,32.0
1248,사우디아라비아,nawafalboushail,Al Nassr FC,26.0,Saudi Arabia,saadalmutairi,18.0,53.0,50.0,51.0,42.0,46.0,48.0,70.0,49.0,58.0,32.0,75.0,8.0,49.0,47.33,29.0
1249,사우디아라비아,saadalmousa,Al Ittihad,,Saudi Arabia,jawadalhassan,21.0,51.0,52.0,53.0,44.0,45.0,45.0,66.0,53.0,48.0,46.0,53.0,9.67,44.5,43.0,44.0
1250,사우디아라비아,saadalnasser,Al Nassr FC,24.0,Saudi Arabia,abdullahalzaid,21.0,55.0,54.0,55.0,50.0,50.0,51.0,70.0,57.0,58.0,52.0,73.0,12.67,49.0,47.33,47.0
1251,사우디아라비아,abdullahalhamdan,Al Hilal,26.0,Saudi Arabia,abdulrahmanalkhaibari,25.0,52.0,27.0,46.0,38.0,49.0,39.0,65.0,60.0,52.0,28.0,55.0,8.0,27.5,56.67,21.0
1252,사우디아라비아,abdullahalkhaibari,Al Nassr FC,29.0,Saudi Arabia,alialmasoud,21.0,55.0,59.0,50.0,43.0,55.0,44.0,64.0,52.0,55.0,52.0,64.0,12.0,45.0,34.33,58.0
1253,사우디아라비아,aymanahmed,Al Nassr FC,,Saudi Arabia,mohamedalthani,28.0,61.0,65.0,64.0,52.0,59.0,57.0,79.0,76.0,52.0,51.0,81.0,9.33,50.5,50.33,56.0
1254,사우디아라비아,mohamedkanno,Al Hilal,31.0,Saudi Arabia,mishalsaad,19.0,52.0,10.0,11.0,23.0,40.0,13.0,19.0,18.0,45.0,37.0,26.0,51.0,16.0,11.0,6.0
1255,사우디아라비아,mukhtarsheik,Al-Ettifaq,,Saudi Arabia,ammaralhudaybi,18.0,48.0,38.0,53.0,36.0,48.0,38.0,57.0,56.0,47.0,23.0,52.0,13.33,26.5,46.33,26.0
1256,사우디아라비아,musabaljuwayr,Al Qadasiya,22.0,Saudi Arabia,mohammedaldawsari,24.0,54.0,40.0,31.0,39.0,51.0,32.0,51.0,62.0,70.0,30.0,52.0,8.67,45.5,54.67,23.0
1257,사우디아라비아,nasseraldawsari,Al Hilal,26.0,Saudi Arabia,ziyadalghamdi,20.0,47.0,41.0,40.0,43.0,46.0,39.0,62.0,62.0,52.0,52.0,63.0,11.33,55.0,36.33,25.0
1258,사우디아라비아,ziyadaljohani,Al Ahli,,Saudi Arabia,abdulrahmanalobaid,20.0,54.0,39.0,30.0,43.0,47.0,27.0,53.0,52.0,77.0,39.0,64.0,10.33,45.0,51.0,21.0
1259,사우디아라비아,abdulrahmanalobood,Al Ittihad,30.0,Saudi Arabia,faisalalmutairi,29.0,56.0,57.0,62.0,55.0,53.0,51.0,64.0,42.0,44.0,48.0,56.0,12.0,54.5,26.67,52.0
1260,사우디아라비아,firasalburaikan,Al Ahli,25.0,Saudi Arabia,farhanalaazmi,30.0,57.0,52.0,54.0,48.0,50.0,53.0,70.0,62.0,59.0,47.0,72.0,10.67,52.0,52.33,38.0
1261,사우디아라비아,marwanalsahafi,Royal Antwerp,21.0,Saudi Arabia,muhannadalyahya,20.0,50.0,10.0,14.0,23.0,30.0,10.0,26.0,16.0,62.0,37.0,26.0,53.67,19.5,12.0,9.0
1262,사우디아라비아,muhannadalsaad,Lausanne,22.0,Saudi Arabia,salehbarnawi,18.0,51.0,41.0,33.0,40.0,44.0,32.0,64.0,49.0,65.0,36.0,52.0,7.33,46.5,50.33,29.0
1263,사우디아라비아,salehabualshamat,Al Ahli,,Saudi Arabia,faresalghamdi,21.0,50.0,57.0,43.0,40.0,49.0,37.0,55.0,50.0,47.0,50.0,53.0,11.0,54.0,40.33,24.0
1264,사우디아라비아,salehalshehri,Al Ittihad,31.0,Saudi Arabia,mohammedaldawsari,24.0,54.0,40.0,31.0,39.0,51.0,32.0,51.0,62.0,70.0,30.0,52.0,8.67,45.5,54.67,23.0
1265,온두라스,salemaldawsari,Al Hilal,34.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1266,온두라스,edrickmenjivar,CD Olimpia,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1267,온두라스,luislopez,Real Espana,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1268,온두라스,luisortiz,온두라스,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1269,온두라스,andynajar,Nashville SC,32.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1270,온두라스,cristophermelendez,FC Motagua,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1271,온두라스,franklinflores,Real Espana,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1272,온두라스,getselmontes,Club Sport Herediano,,Honduras,josephyerimidrosaleserazo,24.0,67.0,65.0,67.0,61.0,65.0,63.0,77.0,74.0,59.0,58.0,80.0,9.67,59.5,64.33,39.0
1273,온두라스,josephrosales,Minnesota United,24.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1274,온두라스,julianmartinez,Alverca,21.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1275,온두라스,luiscrisanto,Juticalpa,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1276,온두라스,raulgarcia,Lobos UPNFM,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1277,온두라스,alexyvega,CD Marathon,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1278,온두라스,carlospineda,Sporting FC,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1279,온두라스,davidruiz,Inter Miami CF,21.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1280,온두라스,denismelendez,FC Motagua,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1281,온두라스,deybiflores,Al Najma,29.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1282,온두라스,edwinrodriguez,CD Olimpia,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1283,온두라스,jorgealvarez,CD Olimpia,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1284,온두라스,raulsantos,FC Motagua,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1285,온두라스,alenisvargas,SJK,21.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1286,온두라스,anthonylozano,Santos Laguna,32.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1287,온두라스,jorgebenguche,CD Olimpia,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1288,온두라스,josemariopinto,CD Olimpia,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1289,온두라스,justinarboleda,CD Olimpia,,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1290,온두라스,luispalma,Lech Poznan,25.0,Honduras,julianmartinez,21.0,65.0,68.0,54.0,45.0,67.0,50.0,63.0,56.0,55.0,45.0,64.0,11.67,52.5,67.0,24.0
1291,가나,romellquioto,Al Najma,34.0,Ghana,nasirumoro,28.0,62.0,53.0,49.0,44.0,60.0,38.0,55.0,67.0,80.0,59.0,60.0,13.0,62.0,59.0,20.0
1292,가나,benjaminasare,가나,,Ghana,josephaidoo,29.0,75.0,58.0,35.0,63.0,73.0,34.0,66.0,65.0,86.0,50.0,72.0,10.0,59.5,73.33,18.0
1293,가나,josephanang,St. Patrick's Athletic,25.0,Ghana,josephlukewollacott,28.0,63.0,26.0,12.0,33.0,60.0,13.0,40.0,39.0,63.0,46.0,42.0,63.0,47.0,12.33,19.0
1294,가나,josephwollacott,Crawley Town,29.0,Ghana,lawrenceatizigi,28.0,73.0,24.0,11.0,26.0,71.0,14.0,45.0,32.0,75.0,50.0,33.0,73.0,23.5,16.33,18.0
1295,가나,lawrenceatizigi,St. Gallen,28.0,Ghana,leonardowusu,28.0,67.0,63.0,61.0,53.0,59.0,35.0,64.0,74.0,77.0,58.0,52.0,13.0,67.0,63.33,34.0
1296,가나,alexanderdjiku,Spartak Moscow,31.0,Ghana,ebenezerannan,22.0,67.0,57.0,56.0,47.0,59.0,58.0,73.0,66.0,68.0,31.0,70.0,11.67,60.5,67.33,21.0
1297,가나,ebenezerannan,Saint-Etienne,23.0,Ghana,gideonmensah,26.0,74.0,71.0,72.0,63.0,70.0,71.0,77.0,79.0,57.0,67.0,76.0,8.67,67.0,70.0,54.0
1298,가나,gideonmensah,Auxerre,27.0,Ghana,jeromeoseiopoku,26.0,72.0,65.0,55.0,58.0,59.0,55.0,63.0,68.0,89.0,60.0,56.0,13.67,58.0,74.0,35.0
1299,가나,jeromeopoku,Başakşehir,26.0,Ghana,jonasadjeiadjetey,21.0,70.0,70.0,26.0,68.0,70.0,23.0,72.0,74.0,73.0,32.0,69.0,9.0,64.0,73.0,21.0
1300,가나,jonasadjeiadjetey,Basel,21.0,Ghana,manuduah,19.0,53.0,58.0,53.0,49.0,52.0,31.0,65.0,58.0,68.0,51.0,63.0,11.33,55.0,40.33,44.0
1301,가나,mamudukamaradin,Medeama SC,,Ghana,mohammedsofo,20.0,64.0,61.0,71.0,50.0,52.0,60.0,77.0,60.0,53.0,68.0,78.0,10.67,57.0,32.67,70.0
