,name,age,year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,finishing,gk,passing,defending,mentality_penalties
152796,Patricio Martín Matricardi,28,2023,Argentina,65,49,33,47.0,63,29,50,61,87,44,51,29,18+2,52,65,48.0
152797,Conor James Washington,30,2023,Northern Ireland,65,64,63,65.0,64,57,76,71,71,66,74,65,17+2,59,28,68.0
152798,Alex Enrique Rambal Ramírez,29,2023,Colombia,65,65,54,45.0,50,45,54,57,72,53,55,31,14+2,55,72,38.0
152799,Ely Ernesto Lopes Fernandes,31,2023,Cape Verde Islands,65,63,62,65.0,62,57,80,67,61,70,80,60,17+2,67,29,61.0
152800,Marcos Jackson Caicedo Caicedo,30,2023,Ecuador,65,62,63,58.0,61,62,80,64,56,60,75,61,15+2,61,25,49.0
152801,Mateusz Kupczak,30,2023,Poland,65,64,51,59.0,61,46,63,85,77,68,66,48,18+2,64,63,67.0
152802,Christophe Diedhiou,34,2023,Senegal,65,39,35,60.0,53,25,59,66,82,34,64,24,16+2,47,65,39.0
152803,Conor Glynn Shaughnessy,26,2023,Republic of Ireland,65,64,61,58.0,62,51,56,75,79,62,55,45,18+2,63,65,44.0
152804,Leandro Julián Garate,28,2023,Argentina,65,63,63,48.0,60,41,62,61,90,60,53,70,15+2,55,21,67.0
152805,Francisco Sebastián Moyano Jiménez,25,2023,Spain,65,65,75,52.0,55,56,75,54,39,43,71,70,16+2,61,35,49.0
152806,Damien Dussaut,27,2023,France,65,62,60,67.0,65,63,67,70,69,52,67,48,18+2,61,65,38.0
152807,Matthew William Jay,26,2023,England,65,64,64,62.0,59,59,83,92,34,64,82,65,17+2,62,36,60.0
152808,Rubén Herráiz Alcaraz,29,2023,Spain,65,66,67,65.0,65,54,67,69,62,68,62,64,16+2,64,11,59.0
152809,Mansour Hamzi,30,2023,Saudi Arabia,65,63,65,55.0,62,56,85,77,43,60,81,62,17+2,60,49,51.0
152810,Patrick Haakon Olsen,28,2023,Denmark,65,64,64,68.0,66,58,57,80,72,68,66,55,17+2,66,57,51.0
152811,Younès Kaabouni,27,2023,France,65,66,64,60.0,64,58,64,89,69,55,70,50,17+2,67,59,54.0
152812,Tom George Sawyer Conlon,26,2023,England,65,63,64,64.0,63,60,63,81,55,65,63,55,17+2,66,61,54.0
152813,Andy Awazi Kawaya Kinghi Mwana Mufala,25,2023,Belgium,65,71,69,62.0,58,60,81,40,80,73,79,56,19+2,63,41,51.0
152814,Hólmbert Aron Friðjónsson,29,2023,Iceland,65,61,60,65.0,56,37,55,65,85,69,66,68,16+2,53,21,64.0
152815,Morten Ågnes Konradsen,26,2023,Norway,65,66,64,59.0,66,62,75,83,64,62,65,56,19+2,65,60,48.0
152816,Amadou Bakayoko,26,2023,Sierra Leone,65,63,64,57.0,60,53,73,75,82,70,78,65,16+2,57,44,63.0
152817,Rayan Al Mousa,27,2023,Saudi Arabia,65,61,57,64.0,55,45,63,71,73,49,61,40,17+2,65,66,47.0
152818,Raffaele Celia,23,2023,Italy,65,64,61,54.0,61,55,65,70,56,45,68,35,16+2,68,68,40.0
152819,Marlon Hairston,28,2023,United States,65,62,63,63.0,67,55,73,79,66,60,78,53,19+2,67,62,40.0
152820,Bent Langåssve Sørmo,25,2023,Norway,65,62,64,46.0,58,56,74,74,76,53,81,41,18+2,62,64,47.0
152821,김도혁 金道亨,30,2023,Korea Republic,65,66,67,69.0,67,65,54,90,73,65,65,57,19+2,68,59,53.0
152822,Eric Miller,29,2023,United States,65,59,57,54.0,62,57,70,72,67,44,75,31,17+2,60,60,42.0
152823,Per Rasmus Lindkvist,32,2023,Sweden,65,60,59,58.0,59,60,88,81,68,61,90,53,18+2,61,57,51.0
152824,Ben Sweat,30,2023,United States,65,62,62,65.0,62,62,64,64,72,55,67,39,18+2,64,64,40.0
152825,이광혁 李光赫,26,2023,Korea Republic,65,58,66,53.0,66,61,84,68,32,55,83,55,16+2,58,33,46.0
152826,Jan Zwischenbrugger,32,2023,Austria,65,52,49,58.0,61,46,49,65,82,64,62,43,17+2,57,66,40.0
152827,권완규 权完圭,30,2023,Korea Republic,65,60,54,56.0,58,60,82,64,78,34,79,22,17+2,58,68,38.0
152828,朴成,32,2023,China PR,65,65,60,68.0,60,57,70,74,62,62,73,57,16+2,68,61,58.0
152829,糜昊伦,29,2023,China PR,65,56,61,60.0,58,55,83,71,62,52,83,59,15+2,59,62,46.0
152830,Petar Golubović,27,2023,Serbia,65,61,61,61.0,60,60,67,73,78,59,67,28,15+2,61,63,40.0
152831,Musa Araz,28,2023,Switzerland,65,69,71,61.0,65,56,76,75,40,65,74,62,17+2,67,48,45.0
152832,Amaury Torralvo Polo,28,2023,Colombia,65,60,62,45.0,58,67,81,80,39,28,80,48,15+2,62,60,48.0
152833,吴亚轲,31,2023,China PR,65,25,13,57.0,61,14,45,20,65,46,42,17,64+1,25,18,19.0
152834,孙捷,30,2023,China PR,65,53,58,61.0,54,44,50,72,87,54,33,33,19+2,59,65,48.0
152835,Joris Correa,28,2023,France,65,63,67,56.0,63,55,88,53,59,62,80,66,16+2,64,22,65.0
152836,Petter Dahle Strand,27,2023,Norway,65,66,65,60.0,64,54,80,87,63,71,76,55,16+2,65,63,56.0
152837,Jacob Storevik,25,2023,Norway,65,27,20,23.0,61,15,36,29,45,44,36,14,64+2,32,19,30.0
152838,Louis Samuel Reed,24,2023,England,65,64,63,63.0,62,52,67,81,63,68,64,48,16+2,66,63,54.0
152839,Florian David,29,2023,France,65,65,67,52.0,59,57,81,76,67,71,74,65,18+2,64,40,64.0
152840,Nikolaos Vergos,26,2023,Greece,65,64,58,61.0,57,31,72,61,65,70,70,66,16+2,53,29,61.0
152841,Jake Elliott Beesley,25,2023,England,65,64,59,55.0,60,40,66,66,78,66,74,65,15+2,57,44,54.0
152842,Esteban Salles,28,2023,France,65,18,14,27.0,62,21,25,41,64,47,26,18,64+2,24,14,15.0
152843,Nicolas Rommens,27,2023,Belgium,65,67,63,57.0,64,61,62,72,66,65,48,59,17+2,67,60,58.0
152844,Will Norris,28,2023,England,65,20,12,49.0,61,11,40,36,60,45,49,10,64+1,30,16,16.0
152845,Paul Gladon,30,2023,Netherlands,65,63,54,68.0,66,43,66,61,78,75,50,63,20+2,64,21,60.0
152846,Eirik Haugan,24,2023,Norway,65,60,51,60.0,62,28,54,66,74,45,56,38,17+2,62,64,52.0
152847,Markus Ballmert,28,2023,Germany,65,59,54,55.0,63,51,72,89,59,41,67,40,14+2,59,61,39.0
152848,Lukas Jäger,28,2023,Austria,65,58,55,58.0,63,55,64,74,67,51,66,42,16+2,64,64,35.0
152849,Tim Rieder,28,2023,Germany,65,66,39,59.0,62,47,61,80,74,46,62,27,14+2,64,66,48.0
152850,Craig MacGillivray,29,2023,Scotland,65,38,19,44.0,61,14,51,30,75,50,50,13,64+2,41,12,30.0
152851,Bartosz Śpiączka,30,2023,Poland,65,59,59,51.0,63,37,78,66,72,65,78,65,16+2,63,39,66.0
152852,Juan del Cármen Cámara Mesa,28,2023,Spain,65,64,63,62.0,56,64,80,61,45,64,76,59,16+2,64,52,63.0
152853,Pierre Lemonnier,28,2023,France,65,49,47,60.0,61,29,55,80,76,38,59,25,15+2,57,69,40.0
152854,Sebastian Jacob,29,2023,Germany,65,68,65,66.0,60,40,70,70,71,63,74,64,17+2,63,21,64.0
152855,Barış Yardımcı,29,2023,Turkey,65,64,63,54.0,62,59,72,59,66,30,69,25,17+2,61,64,44.0
152856,Michael Jordan Williams,26,2023,Wales,65,63,55,63.0,60,49,49,71,73,54,51,42,15+2,64,63,53.0
152857,Ricardo José Veiga Varzim Miranda,28,2023,Portugal,65,60,57,55.0,63,60,69,68,73,63,70,56,14+2,62,64,53.0
152858,Robert Murić,26,2023,Croatia,65,73,80,57.0,58,59,70,36,68,72,79,55,16+2,63,28,49.0
152859,Adam Lee Phillips,24,2023,England,65,65,63,62.0,64,54,73,73,61,64,72,60,17+2,67,59,61.0
152860,Andy Cannon,26,2023,England,65,68,67,63.0,67,58,75,75,61,58,66,52,17+2,68,64,49.0
152861,Sauli Aapo Kasperi Väisänen,28,2023,Finland,65,56,51,61.0,56,55,54,50,73,61,52,35,16+2,60,67,36.0
152862,Carlos Dante Olascuaga Viera,30,2023,Peru,65,60,70,64.0,61,60,77,65,70,65,80,55,16+2,58,36,60.0
152863,董春雨,31,2023,China PR,65,23,13,22.0,60,19,42,40,30,50,49,12,64+1,30,11,21.0
152864,Mathias Greve,27,2023,Denmark,65,69,65,68.0,65,61,72,80,71,65,66,60,18+2,69,52,52.0
152865,Eamonn Brophy,26,2023,Scotland,65,64,64,61.0,60,56,81,74,69,67,76,66,17+2,60,27,67.0
152866,Nery Francisco Leyes,32,2023,Argentina,65,58,55,49.0,67,47,51,75,77,70,54,39,18+2,62,62,45.0
152867,贺惯,29,2023,China PR,65,59,42,55.0,64,47,70,83,73,42,72,24,15+2,64,60,41.0
152868,Lucas Giuliano Passerini,27,2023,Argentina,65,64,54,48.0,66,32,60,62,89,75,50,65,17+2,54,27,66.0
152869,Dominic David Telford,25,2023,England,65,62,64,67.0,63,39,83,75,58,65,83,67,19+2,56,13,65.0
152870,Daniel James Grimshaw,24,2023,England,65,26,20,37.0,60,19,44,42,42,50,47,12,64+2,34,21,22.0
152871,Christian Rhys Doidge,29,2023,Wales,65,62,57,63.0,65,45,55,76,80,64,55,66,16+2,62,37,64.0
152872,Johnny Víctor Vidales Lature,30,2023,Peru,65,66,61,61.0,63,62,77,48,44,61,83,57,14+2,63,30,61.0
152873,Mikkel Maigaard Jakobsen,26,2023,Denmark,65,67,64,63.0,63,62,59,79,63,61,64,58,16+2,67,58,64.0
152874,Jacob Åke Stefan Ortmark,24,2023,Sweden,65,67,66,68.0,61,57,68,75,62,62,66,56,17+2,68,59,54.0
152875,Dimitar Mitov,25,2023,Bulgaria,65,23,15,42.0,58,14,61,35,58,47,60,14,64+2,33,13,33.0
152876,David Sambissa,26,2023,Gabon,65,69,69,57.0,58,67,80,62,57,58,75,56,17+2,55,56,46.0
152877,Jack Alexander Stevens,24,2023,England,65,22,13,33.0,58,15,39,32,62,47,44,18,64+2,35,13,24.0
152878,Aaron Graham John Collins,25,2023,Wales,65,63,64,58.0,60,57,81,84,73,66,82,65,19+2,61,32,58.0
152879,Connal Trueman,26,2023,England,65,29,21,33.0,56,18,47,35,40,45,44,15,64+2,41,22,26.0
152880,Kianz González-Froese,26,2023,Canada,65,66,65,60.0,64,59,81,74,63,65,79,56,18+2,68,63,64.0
152881,Branko Jovičić,29,2023,Serbia,65,64,65,64.0,68,51,68,67,58,63,70,42,19+2,66,70,46.0
152882,Lukas Boeder,25,2023,Germany,65,62,52,62.0,59,53,62,73,76,49,68,23,15+2,62,64,42.0
152883,Jean-Kévin Augustin,25,2023,France,65,68,67,62.0,60,65,65,34,58,71,63,65,15+2,66,24,67.0
152884,Saša Aleksander Živec,31,2023,Slovenia,65,66,66,63.0,49,63,73,72,57,65,75,63,14+2,63,33,59.0
152885,Max Burgess,27,2023,Australia,65,66,68,66.0,62,57,77,77,72,63,79,61,19+2,65,46,52.0
152886,Edisson Restrepo Perea,25,2023,Colombia,65,48,45,56.0,56,60,75,69,70,34,75,29,16+2,53,68,36.0
152887,Stevie Patrick Mallan,26,2023,Scotland,65,66,65,67.0,60,68,66,70,66,69,68,62,14+2,67,62,56.0
152888,Ante Roguljić,26,2023,Croatia,65,66,65,59.0,57,61,69,45,53,65,74,64,15+2,65,31,50.0
152889,Aaron McEneff,26,2023,Republic of Ireland,65,65,66,70.0,61,59,72,84,64,66,68,56,15+2,67,63,71.0
152890,Rodrigo Mauricio Vargas Castillo,27,2023,Bolivia,65,72,74,64.0,63,52,71,80,33,62,73,70,16+2,57,24,67.0
152891,Enrico Baldini,25,2023,Italy,65,69,70,58.0,59,57,73,73,54,66,75,68,16+2,64,26,58.0
152892,Scott Cameron McMann,25,2023,Scotland,65,59,63,54.0,61,64,67,80,65,40,67,33,17+2,61,62,37.0
152893,Giacomo Ricci,25,2023,Italy,65,58,56,60.0,61,59,63,74,64,35,66,31,15+2,44,68,43.0
152894,Aron Elís Þrándarson,27,2023,Iceland,65,67,65,63.0,66,59,69,74,76,64,68,56,18+2,65,62,62.0
152895,Daniel William Harvie,23,2023,Scotland,65,59,60,56.0,57,59,75,78,58,49,74,42,15+2,61,63,45.0
152896,Taylor Moore,25,2023,England,65,62,61,54.0,59,55,63,69,74,45,59,30,14+2,66,65,43.0
152897,Jamie William Lindsay,26,2023,Scotland,65,66,65,60.0,65,58,54,72,66,63,59,59,17+2,66,66,44.0
152898,Tomislav Glumac,31,2023,Croatia,65,41,48,47.0,46,61,49,56,78,56,41,21,16+2,69,73,42.0
152899,Sergiu Florin Buș,29,2023,Romania,65,63,58,68.0,61,48,61,67,77,69,64,65,17+2,65,38,59.0
152900,Charlie David Kirk,24,2023,England,65,63,64,67.0,62,64,79,77,60,64,77,61,16+2,61,31,57.0
152901,Besard Šabović,24,2023,Sweden,65,69,66,67.0,62,55,56,70,75,68,59,58,18+2,68,62,55.0
152902,정현철 荣炫澈,29,2023,Korea Republic,65,59,55,59.0,63,35,45,76,76,67,48,44,15+2,70,62,35.0
152903,Cheikhou Dieng,28,2023,Senegal,65,63,66,55.0,64,56,82,48,59,65,86,64,16+2,62,24,52.0
152904,Jamie Daniel Mccart,25,2023,Scotland,65,62,60,60.0,59,33,64,81,74,53,67,22,15+2,61,66,30.0
152905,이규성 李明载,28,2023,Korea Republic,65,65,62,65.0,56,47,69,84,68,56,73,36,17+2,67,64,50.0
152906,池忠国,32,2023,China PR,65,62,61,63.0,64,57,72,83,58,65,74,52,18+2,69,71,53.0
152907,Joe James Powell,23,2023,England,65,65,64,62.0,62,65,72,68,53,61,75,57,17+2,65,58,60.0
152908,Cole Alexander,32,2023,South Africa,65,67,63,60.0,60,62,81,80,66,70,76,66,17+2,68,60,69.0
152909,Thomas Jok Deng,25,2023,Australia,65,57,48,62.0,55,42,75,66,71,70,79,26,15+2,62,66,39.0
152910,Kévin Soni,24,2023,Cameroon,65,70,72,59.0,63,57,76,63,73,58,76,64,15+2,60,42,53.0
152911,Adam John May,24,2023,England,65,64,62,62.0,63,51,71,83,64,65,74,59,16+2,67,62,53.0
152912,Abdulrahman Ahmed Al-Obaid,29,2023,Saudi Arabia,65,65,65,50.0,59,71,81,72,65,71,72,51,16+2,65,56,58.0
152913,Ben Edward Stevenson,25,2023,England,65,65,63,67.0,59,61,74,84,63,64,68,60,17+2,66,63,54.0
152914,Benjamin Van Durmen,25,2023,Belgium,65,64,60,62.0,66,64,60,75,72,66,64,58,18+2,66,62,51.0
152915,Marcin Listkowski,24,2023,Poland,65,68,69,61.0,60,52,79,75,58,63,76,58,18+2,70,51,63.0
152916,Alexandre Nascimento Costa Silva,25,2023,Portugal,65,70,73,68.0,62,57,74,51,59,67,70,60,18+2,62,23,55.0
152917,Ali Mohammed Ali Lajami,26,2023,Saudi Arabia,65,57,53,48.0,61,47,78,75,72,56,74,48,17+2,61,66,34.0
152918,Christian Rivera Hernández,24,2023,Spain,65,67,64,65.0,61,65,51,73,80,59,51,41,17+2,61,60,44.0
152919,Diego Johannesson Pando,28,2023,Iceland,65,57,56,50.0,53,63,79,76,60,58,81,41,16+2,60,61,41.0
152920,Ryan James Broom,25,2023,Wales,65,63,65,62.0,63,60,86,78,59,59,81,62,16+2,66,60,55.0
152921,Callum Slattery,23,2023,England,65,65,64,54.0,54,42,66,72,74,64,70,58,14+2,67,62,40.0
152922,Kenny Prince Redondo,27,2023,Germany,65,66,67,50.0,58,57,90,67,53,65,81,60,14+2,63,45,56.0
152923,Sebastian Karol Musiolik,26,2023,Poland,65,64,61,54.0,56,35,82,77,88,67,86,63,16+2,58,15,60.0
152924,Dave Gnaase,25,2023,Germany,65,65,63,60.0,62,55,77,82,71,64,73,47,14+2,64,61,45.0
152925,Frederik Lauenborg,25,2023,Denmark,65,66,64,66.0,68,57,64,78,71,63,64,51,16+2,67,67,48.0
152926,Thorsten Mahrer,32,2023,Austria,65,49,35,66.0,61,28,34,74,83,43,34,24,15+2,56,67,35.0
152927,Mathew Antony Stevens,24,2023,England,65,64,63,64.0,61,38,75,73,72,65,74,66,15+2,56,17,62.0
152928,Tsiy-William Ndenge,25,2023,Cameroon,65,64,65,62.0,60,52,64,73,80,75,63,50,17+2,67,66,57.0
152929,Steffen Nkansah,26,2023,Germany,65,50,42,52.0,60,40,61,72,72,42,70,27,15+2,58,69,40.0
152930,Conor McCarthy,24,2023,Republic of Ireland,65,52,50,55.0,58,51,63,88,74,40,55,21,14+2,55,69,33.0
152931,Riyadh Sharahili,29,2023,Saudi Arabia,65,65,63,50.0,60,48,49,81,80,54,52,54,17+2,65,63,45.0
152932,Mauricio Affonso Prieto,30,2023,Uruguay,65,62,61,68.0,61,60,63,70,83,66,65,65,15+2,58,30,68.0
152933,Nico Antonitsch,30,2023,Austria,65,45,31,55.0,57,24,56,74,81,53,46,23,14+2,50,67,41.0
152934,Carlo María Lattanzio,24,2023,Argentina,65,59,68,45.0,59,65,72,54,61,68,73,67,16+2,65,31,71.0
152935,Matías Ignacio Fernández Cordero,26,2023,Chile,65,67,69,45.0,62,66,75,65,59,53,72,51,17+2,66,60,38.0
152936,Luís Miguel Vieira Babo Machado,29,2023,Portugal,65,64,63,60.0,57,62,81,80,48,71,78,57,17+2,62,34,61.0
152937,Luis Benjamin Paes Soares,26,2023,Brazil,65,61,23,58.0,61,51,64,36,69,48,65,25,21+2,53,66,47.0
152938,Eduardo Estevão Selneira Moura,34,2023,Brazil,65,56,58,57.0,66,62,67,68,59,64,69,56,17+2,69,63,49.0
152939,Jackson João Crusso Mutto,22,2023,Brazil,65,71,73,62.0,56,64,78,48,48,68,70,51,15+2,60,26,51.0
152940,Paulo Bernard Schmidt,30,2023,Brazil,65,55,32,51.0,53,39,63,74,76,62,55,43,19+2,49,71,58.0
152941,Wilson Allan Rosan Dourado,26,2023,Brazil,65,72,71,62.0,59,73,74,64,65,72,65,45,14+2,66,22,67.0
152942,Yannick Deichmann,27,2023,Germany,65,65,66,53.0,59,65,76,81,71,62,78,62,14+2,66,60,52.0
152943,Joseph Luke Wollacott,25,2023,Ghana,65,26,12,33.0,59,13,40,39,63,47,42,19,64+2,46,16,25.0
152944,Andreas Karo,25,2023,Cyprus,65,56,47,51.0,59,35,64,77,73,45,62,36,16+2,56,67,39.0
152945,Rashaan Fernandes,23,2023,Netherlands,65,65,69,52.0,61,63,85,48,57,64,83,57,14+2,60,21,50.0
152946,Eric Bugale Kitolano,24,2023,Norway,65,65,66,59.0,58,56,81,75,58,62,84,64,15+2,65,52,60.0
152947,Julian Rekdahl Faye Lund,23,2023,Norway,65,20,16,42.0,56,18,44,28,63,48,47,14,64+2,34,15,20.0
152948,Denis Will Poha,25,2023,France,65,67,67,64.0,61,60,77,76,70,68,69,57,16+2,69,65,61.0
152949,Matthew David Butcher,25,2023,England,65,65,63,62.0,62,58,62,85,76,65,62,62,16+2,65,61,54.0
152950,Alexander Iacovitti,24,2023,Scotland,65,53,50,60.0,53,55,67,74,79,38,71,34,15+2,60,63,39.0
152951,Mihai Alexandru Roman,30,2023,Romania,65,64,60,65.0,61,50,55,53,77,74,58,67,14+2,58,40,56.0
152952,Clayton Rhys Lewis,25,2023,New Zealand,65,65,64,63.0,63,67,76,77,72,63,69,56,17+2,66,55,58.0
152953,Jackson Joseph Fitzwater,24,2023,England,65,54,48,60.0,61,28,72,67,71,50,66,35,16+2,57,66,43.0
152954,Fabián Gastón Henríquez,27,2023,Argentina,65,65,66,49.0,63,49,64,73,71,75,61,48,15+2,68,61,49.0
152955,Matthew Millar,25,2023,Australia,65,58,62,58.0,58,59,80,90,71,52,80,57,15+2,58,56,42.0
152956,Kyle Edwards,24,2023,England,65,67,70,62.0,58,60,78,57,51,63,84,55,14+2,58,41,55.0
152957,Adrián Ignacio Cuadra Cabrera,24,2023,Chile,65,64,56,55.0,59,57,60,80,59,45,72,45,17+2,69,63,53.0
152958,Robert Gojani,29,2023,Sweden,65,67,65,69.0,67,54,74,79,59,53,65,39,14+2,71,43,55.0
152959,Cameron Jake Borthwick-Jackson,25,2023,England,65,63,61,58.0,62,62,68,72,75,53,68,42,15+2,61,61,46.0
152960,Anthony Kenneth Evans,23,2023,England,65,69,66,63.0,62,63,68,78,63,68,69,65,16+2,67,57,62.0
152961,Carlos Eduardo Cermeño Uzcátegui,26,2023,Venezuela,65,60,65,58.0,58,65,73,61,71,55,69,35,14+2,69,64,33.0
152962,Valentino Müller,23,2023,Austria,65,66,63,63.0,65,54,72,78,58,56,69,51,16+2,66,63,44.0
152963,Séga Coulibaly,26,2023,France,65,57,53,61.0,64,54,49,72,88,44,50,35,17+2,64,64,41.0
152964,Mael Corboz,27,2023,United States,65,64,64,57.0,64,57,76,84,64,63,77,53,15+2,66,60,43.0
152965,Dawid Szymonowicz,26,2023,Poland,65,62,51,52.0,61,47,54,54,72,47,62,33,16+2,61,66,43.0
152966,Brendan Daniel Hines-Ike,27,2023,United States,65,58,54,64.0,62,50,59,71,76,65,55,52,15+2,58,63,42.0
152967,Julien Da Costa,26,2023,France,65,63,65,54.0,53,66,75,67,72,34,78,31,14+2,59,65,43.0
152968,Salvador Cordero,26,2023,Chile,65,61,56,51.0,60,60,61,72,52,48,71,30,16+2,59,64,42.0
152969,Anton-Leander Donkor,24,2023,Germany,65,61,66,50.0,55,62,83,82,82,73,87,54,15+2,58,59,47.0
152970,허용준 许榕俊,29,2023,Korea Republic,65,61,62,59.0,63,65,64,64,77,66,71,65,16+2,64,26,57.0
152971,Florin Bejan,31,2023,Romania,65,53,37,49.0,61,27,51,63,81,40,34,33,15+2,61,64,42.0
152972,Florian Escales,26,2023,France,65,17,8,47.0,48,11,19,32,69,47,33,5,64+2,55,10,14.0
152973,Kasper Kaan Özden Kairinen,23,2023,Finland,65,66,63,64.0,65,54,66,74,66,65,63,53,17+2,66,63,52.0
152974,Diallang Jaiyesimi,24,2023,England,65,64,66,58.0,59,61,90,76,65,60,90,55,14+2,62,55,57.0
152975,Marcos Hernán Peano,23,2023,Argentina,65,19,17,37.0,57,11,46,39,63,48,44,10,64+2,33,13,18.0
152976,Izuchukwu Jude Anthony,24,2023,Nigeria,65,56,54,59.0,58,31,82,64,76,40,84,23,13+2,55,64,34.0
152977,오재석 吴宰硕,32,2023,Korea Republic,65,60,63,59.0,61,62,59,61,64,37,60,31,15+2,61,68,34.0
152978,Mauro Guevgeozián Crespo,36,2023,Armenia,65,65,58,62.0,70,35,53,54,77,65,34,70,16+2,45,18,68.0
152979,Leandro Putaro,25,2023,Germany,65,67,70,59.0,58,59,77,65,72,66,75,64,14+2,60,38,61.0
152980,김민혁 金珉赫,30,2023,Korea Republic,65,54,36,49.0,51,21,72,58,75,50,71,19,15+2,43,68,35.0
152981,Lautaro Dante Geminiani,31,2023,Argentina,65,63,64,49.0,59,65,76,72,57,38,73,26,17+2,56,60,27.0
152982,Juan Bautista Cascini,25,2023,Argentina,65,61,58,63.0,67,58,55,80,69,66,66,59,15+2,63,60,64.0
152983,Joaquín Bautista Ibáñez,25,2023,Argentina,65,63,66,59.0,63,64,69,87,61,61,67,57,17+2,60,51,60.0
152984,Tae Hyun Ahn,29,2023,Korea Republic,65,62,66,63.0,61,57,76,86,59,56,74,58,15+2,55,61,52.0
152985,Mukhtar Abdullahi Ali,24,2023,Saudi Arabia,65,69,62,71.0,59,35,64,76,63,61,66,48,16+2,68,55,47.0
152986,Damian Jakubik,32,2023,Poland,65,57,42,45.0,58,58,80,75,73,39,78,28,16+2,55,63,34.0
152987,Faber Andrés Gil Mosquera,27,2023,Colombia,65,65,68,55.0,60,60,69,34,70,65,68,72,16+2,58,46,70.0
152988,Hans Oskar Jonathan Augustinsson,26,2023,Sweden,65,64,61,54.0,54,65,72,74,74,55,75,45,14+2,64,65,53.0
152989,Iván Garrido González,32,2023,Spain,65,53,48,71.0,60,58,66,83,76,62,68,36,14+2,56,64,39.0
152990,Sean James Kewku Clare,25,2023,England,65,65,66,54.0,59,62,72,71,75,63,71,62,13+2,64,63,65.0
152991,Lautaro Montoya,27,2023,Argentina,65,66,70,64.0,59,60,72,62,58,59,72,49,16+2,67,62,54.0
152992,Agyemang Diawusie,24,2023,Germany,65,61,67,54.0,65,54,91,67,63,59,85,57,15+2,62,21,49.0
152993,Diogo Sousa Verdasca,25,2023,Portugal,65,60,49,58.0,60,33,63,75,78,64,64,28,14+2,61,62,47.0
152994,João Pedro Salazar da Graça,27,2023,Portugal,65,67,66,55.0,66,59,66,70,61,68,67,46,18+2,69,60,49.0
152995,Joel Rasmus Felix,24,2023,Denmark,65,59,52,55.0,50,38,51,68,75,56,52,38,15+2,65,66,35.0
152996,Joël Abu Hanna,24,2023,Israel,65,58,47,53.0,61,62,67,65,74,46,71,29,18+2,57,67,35.0
152997,송시우 宋思宇,28,2023,Korea Republic,65,61,63,61.0,69,61,83,46,61,67,82,70,17+2,62,36,53.0
152998,Anthony D'Alberto,27,2023,Belgium,65,59,60,61.0,60,64,73,75,67,48,77,28,15+2,60,59,46.0
152999,David Ayomide Kasumu,22,2023,Nigeria,65,67,66,65.0,64,54,74,73,60,55,66,50,18+2,67,65,48.0
153000,Jérôme Déom,23,2023,Belgium,65,70,68,63.0,61,58,79,70,31,59,69,47,15+2,68,59,52.0
153001,Wolke Johannes Janssens,26,2023,Belgium,65,61,63,62.0,58,62,64,51,63,70,71,63,17+2,58,69,61.0
153002,妍捷安,27,2023,Korea Republic,65,56,40,51.0,57,42,69,78,77,38,65,28,15+2,64,67,42.0
153003,Mohamed Djetei Camara,27,2023,Cameroon,65,52,45,59.0,59,35,67,70,81,48,69,29,15+2,60,64,43.0
153004,Andrew Lee Fisher,24,2023,England,65,35,20,63.0,61,12,36,34,42,50,31,5,64+2,43,10,11.0
153005,Aapo Halme,24,2023,Finland,65,62,54,62.0,62,25,45,52,78,31,48,16,17+2,64,62,31.0
153006,田中 亜土夢,34,2023,Japan,65,65,64,66.0,62,60,71,70,56,64,70,56,18+2,64,58,46.0
153007,Lucas Lingman,24,2023,Finland,65,70,69,64.0,64,63,65,70,52,57,63,55,18+2,68,53,50.0
153008,Saku Tuomas Severi Ylätupa,22,2023,Finland,65,68,71,66.0,51,65,82,75,57,55,77,57,15+2,65,32,41.0
153009,Kevin Martin Krygård,22,2023,Norway,65,63,61,62.0,63,51,64,82,77,58,61,54,15+2,64,63,54.0
153010,Cristhian Machado Pinto,32,2023,Bolivia,65,71,49,61.0,59,48,75,80,64,49,75,39,15+2,64,67,45.0
153011,Amethyst Bradley Ralani,34,2023,South Africa,65,67,69,49.0,64,58,76,62,30,52,71,59,18+2,62,29,52.0
153012,Daniel Francis Anyembe,23,2023,Denmark,65,65,64,51.0,56,64,84,77,69,55,86,43,14+2,57,58,40.0
153013,David Stec,28,2023,Austria,65,62,63,50.0,55,68,77,76,73,58,75,47,15+2,58,61,40.0
153014,Raúl Navarro del Río,28,2023,Spain,65,63,61,63.0,64,62,66,76,59,64,63,55,15+2,69,60,56.0
153015,Yohan Demoncy,26,2023,France,65,66,65,66.0,66,49,65,88,64,61,62,43,16+2,68,61,49.0
153016,Sven Tobias Müller,26,2023,Germany,65,13,12,35.0,49,13,16,20,66,44,27,8,64+2,30,13,11.0
153017,Daniel Arzani,23,2023,Australia,65,66,70,56.0,55,63,80,55,33,58,76,62,15+2,62,33,64.0
153018,Ian Eduardo Escobar Ibáñez,26,2023,Argentina,65,60,62,47.0,63,59,82,65,57,55,83,36,15+2,58,67,45.0
153019,Chance Ba-Muaka Simakala,25,2023,Germany,65,69,71,64.0,60,62,81,72,57,66,74,61,16+2,56,17,53.0
